id	title	description	link	image_link	additional_image_link	availability	price	sale_price	cost_of_goods_sold	brand	gtin	mpn	identifier_exists	product_type	product_weight	shipping_weight	google_product_category	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	condition	adult	age_group	gender	color	material	pattern	size	certification	item_group_id	unit_pricing_measure
WHI-TP-0000033-M	Silva fehér blúz	Rövid blúz bordázott anyagból, rövid ujjakkal és kerek nyakkivágással. Nagyon szép csipkebetét van az alján. 	https://www.horandrashop.hu/silva-feher-bluz-724?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_153610.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_112736.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_112931.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_113124.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_113242.webp	in_stock	7990 HUF		4445 HUF				No	Ruházat > Felsők, kardigánok				Kollekciók	Felsők, kardigánok	White Moonlight			New	No			Fehér			M		WHI-TP-0000033-M	
WHI-TP-0000033-L	Silva fehér blúz	Rövid blúz bordázott anyagból, rövid ujjakkal és kerek nyakkivágással. Nagyon szép csipkebetét van az alján. 	https://www.horandrashop.hu/silva-feher-bluz-727?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_153610.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_112736.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_112931.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_113124.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250722_113242.webp	in_stock	7990 HUF						No	Ruházat > Felsők, kardigánok				Kollekciók	Felsők, kardigánok	White Moonlight			New	No			Fehér			L		WHI-TP-0000033-M	
WHI-SO-0000034-39	Alba fehér szandál	 	https://www.horandrashop.hu/alba-feher-szandal-730?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_163047.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_111610.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_152122.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_153610.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_154053.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_142349.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_163154.webp	in_stock	10990 HUF		8636 HUF				No	Kollekciók > White Moonlight				Kollekciók	Cipők	White Moonlight			New	No			Fehér					WHI-SO-0000034-39	
BLA-PT-0000035-M	Mira leggings	Az elegancia és a funkció tökéletes találkozása. Ez a leggings nem csak formás sziluettet varázsol, hanem praktikus, stílusos cipzár része is feldobja a megjelenést. 	https://www.horandrashop.hu/mira-leggings-733?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_173626.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_173756.webp	in_stock	9800 HUF		6223 HUF				No	Ruházat > Nadrágok				Kollekciók	Nadrágok	Midnight Touch			New	No			Fekete			M		BLA-PT-0000035-M	
BLA-PT-0000035-L	Mira leggings	Az elegancia és a funkció tökéletes találkozása. Ez a leggings nem csak formás sziluettet varázsol, hanem praktikus, stílusos cipzár része is feldobja a megjelenést.	https://www.horandrashop.hu/mira-leggings-736?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_173626.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_173756.webp	in_stock	9800 HUF		6223 HUF				No	Ruházat > Nadrágok				Kollekciók	Nadrágok	Midnight Touch			New	No			Fekete			L		BLA-PT-0000035-M	
BLA-SO-0000036-37	Vela szandál	Ez a fekete szandál a nyári gardróbod nélkülözhetetlen darabja, amely egyszerre elegáns és kényelmes.	https://www.horandrashop.hu/vela-szandal-739?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_165010.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_114846.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_120033.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_120630.webp	in_stock	10990 HUF		7112 HUF				No	Kollekciók > Midnight Touch				Kollekciók	Cipők	Midnight Touch			New	No			Fekete					BLA-SO-0000036-37	
BLA-SO-0000036-39	Vela szandál	Ez a fekete szandál a nyári gardróbod nélkülözhetetlen darabja, amely egyszerre elegáns és kényelmes.	https://www.horandrashop.hu/vela-szandal-742?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_165010.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_114846.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_120033.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_120630.webp	in_stock	10990 HUF		7112 HUF				No	Kollekciók > Midnight Touch				Kollekciók	Cipők	Midnight Touch			New	No			Fekete					BLA-SO-0000036-37	
WHI-SO-0000037-37	Frost fehér-kék edzőcipő	  Ez a fehér edzőcipő friss, tiszta dizájnjával és dinamikus kék csíkjával egyszerre sugároz sportosságot és stílust. A fehér edzőcipő rengeteg szett kiegészítője lehet. 	https://www.horandrashop.hu/frost-feher-kek-edzocipo-745?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_163517.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_145557.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_151622.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_154833.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_162458.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250709_155818.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250709_155847.webp	in_stock	9990 HUF		5334 HUF				No	Kollekciók > White Moonlight				Kollekciók	Cipők	White Moonlight			New	No			Fehér					WHI-SO-0000037-37	
WHI-SO-0000037-39	Frost fehér-kék edzőcipő	  Ez a fehér edzőcipő friss, tiszta dizájnjával és dinamikus kék csíkjával egyszerre sugároz sportosságot és stílust. A fehér edzőcipő rengeteg szett kiegészítője lehet. 	https://www.horandrashop.hu/frost-feher-kek-edzocipo-748?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_163517.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_145557.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_151622.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_154833.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_162458.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250709_155818.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250709_155847.webp	in_stock	9990 HUF		5334 HUF				No	Kollekciók > White Moonlight				Kollekciók	Cipők	White Moonlight			New	No			Fehér					WHI-SO-0000037-37	
WHI-SO-0000038-37	Frost fehér- rózsaszín edzőcipő	  Ez a fehér edzőcipő friss, tiszta dizájnjával és dinamikus rózsaszín csíkjával egyszerre sugároz sportosságot és eleganciát. 	https://www.horandrashop.hu/frost-feher-rozsaszin-edzocipo-751?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162712.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_123033.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_150641.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162800.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_162106.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_1218191.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250709_155725.webp	in_stock	9990 HUF		4699 HUF				No	Kollekciók > White Moonlight				Kollekciók	Cipők	White Moonlight			New	No			Fehér					WHI-SO-0000038-37	
WHI-SO-0000038-39	Frost fehér- rózsaszín edzőcipő	  Ez a fehér edzőcipő friss, tiszta dizájnjával és dinamikus rózsaszín csíkjával egyszerre sugároz sportosságot és eleganciát. 	https://www.horandrashop.hu/frost-feher-rozsaszin-edzocipo-754?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162712.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_121819.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162800.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_123033.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_150641.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_162106.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250709_155725.webp	in_stock	9990 HUF		4699 HUF				No	Kollekciók > White Moonlight				Kollekciók	Cipők	White Moonlight			New	No			Fehér					WHI-SO-0000038-37	
BLU-DR-0000039-SM	Flora ruha	 A Flora ruha egy nagyon könnyed nyári ruha, mely megkötő pántokkal van ellátva, és alul cuki fodrok díszítik. 	https://www.horandrashop.hu/flora-ruha-757?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_142349.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_142639.webp	in_stock	8990 HUF		4445 HUF				No	Ruházat > Ruhák				Kollekciók	Blue Moon	Ruhák			New	No			Kék			S/M		BLU-DR-0000039-SM	
BLU-DR-0000039-LXL	Flora ruha	 A Flora ruha egy nagyon könnyed nyári ruha, mely megkötő pántokkal van ellátva, és alul cuki fodrok díszítik. 	https://www.horandrashop.hu/flora-ruha-760?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_142349.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_142639.webp	in_stock	8990 HUF		4445 HUF				No	Ruházat > Ruhák				Kollekciók	Blue Moon	Ruhák			New	No			Kék			L/XL		BLU-DR-0000039-SM	
PIN-SO-0000040-38	Zyra edzőcipő	  A Zyra edzőcipő nagyon stílusos kiegészítő a mindennapokban. 	https://www.horandrashop.hu/zyra-edzocipo-763?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_161941.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_163400.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_164052.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162050.webp	in_stock	11990 HUF		8001 HUF				No	Kollekciók > Forest Kiss				Kollekciók	Forest Kiss	Cipők	Sweet Rose		New	No			Rózsaszín					PIN-SO-0000040-38	
LEO-SO-0000041-37	Vibe edzőcipő	  A Vibe edzőcipő ökobőrből készült, kényelmes és nagyon divatos megjelenést nyújt neked. 	https://www.horandrashop.hu/vibe-edzocipo-766?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164036.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_112731.webp	in_stock	10990 HUF	10330 HUF	7112 HUF				No	Kollekciók > Urban Jungle				Kollekciók	Cipők	Urban Jungle			New	No			Fekete					LEO-SO-0000041-37	
LEO-SO-0000041-39	Vibe edzőcipő	 A Vibe edzőcipő ökobőrből készült, kényelmes és nagyon divatos megjelenést nyújt neked. 	https://www.horandrashop.hu/vibe-edzocipo-769?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164036.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_112731.webp	in_stock	10990 HUF	10330 HUF	7112 HUF				No	Kollekciók > Urban Jungle				Kollekciók	Cipők	Urban Jungle			New	No			Fekete					LEO-SO-0000041-37	
BE-BG-1PEARLY	Pearly bézs táska	 Egy táska, amely maga a finom elegancia. A Pearly bézs árnyalatú, masnis díszítésű minitáska igazi ékszerként ragyog bármely outfit mellett. Romantikus randira, esküvőre vagy akár egy különleges vacsorára is tökéletes választás.	https://www.horandrashop.hu/pearly-bezs-taska-772?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164652.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164701.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164802.webp	in_stock	8990 HUF	7990 HUF	3302 HUF				No	Kollekciók > Sandy Bloom				Kollekciók	Táskák	Sandy Bloom			New	No			Bézs					BE-BG-1PEARLY	
BLA-BG-3PEARLY	Pearly fekete táska	A Pearly fekete árnyalatú, masnis díszítésű minitáska igazi ékszerként ragyog bármely outfit mellett. Romantikus randira, esküvőre vagy akár egy különleges vacsorára is tökéletes választás.	https://www.horandrashop.hu/pearly-fekete-taska-778?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164438.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164451.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164622.webp	in_stock	8990 HUF		3302 HUF				No	Kollekciók > Midnight Touch				Kollekciók	Táskák	Midnight Touch			New	No			Fekete					BLA-BG-3PEARLY	
BLA-BG-4EVE	Eve fekete táska	 Eve táskánk minden gardrób alapdarabja. A klasszikus fekete árnyalat és az aprólékosan kidolgozott részletek időtálló eleganciát sugároznak, miközben kompakt mérete tökéletes társad minden különleges pillanatban.	https://www.horandrashop.hu/eve-fekete-taska-781?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164331.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164338.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_120033.webp	in_stock	9990 HUF		5588 HUF				No	Kollekciók > Midnight Touch				Kollekciók	Táskák	Midnight Touch			New	No			Fekete					BLA-BG-4EVE	
WHI-BG-5EVE	Eve fehér táska	Ez a táska a letisztultság és a nőiesség táskába sűrített változata. Tiszta fehér színe frissességet és eleganciát sugároz, miközben kompakt mérete és kifinomult formája minden részletében harmóniát tükröz. 	https://www.horandrashop.hu/eve-feher-taska-784?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_144811.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_163222.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_145557.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_151622.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_152628.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_154053.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_162106.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_162458.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_164303.webp	in_stock	9990 HUF	9290 HUF	5588 HUF				No	Kollekciók > White Moonlight				Kollekciók	Táskák	White Moonlight			New	No			Fehér					WHI-BG-5EVE	
WHIPIN-BG-6LYN	Lyn rózsaszín-fehér táska	A Lyn táska olyan, mint egy halvány rózsaszín virágszirom a reggeli fényben. A fehér és rózsaszín kombinációja finom nőiességet és játékos eleganciát közvetít , ideális választás tavaszi és nyári napokra, romantikus programokhoz, vagy ha egyszerűen csak szeretnél egy kis frissességet vinni az outfitedbe. 	https://www.horandrashop.hu/lyn-rozsaszin-feher-taska-787?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162855.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162914.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_150641.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162800.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_163154.webp	in_stock	12990 HUF		7366 HUF				No	Kollekciók > White Moonlight				Kollekciók	Táskák	White Moonlight	Sweet Rose		New	No			Fehér					WHIPIN-BG-6LYN	
BLU-BG-7NILA	Nila világoskék táska	A Nila táska a nyugalom és frissesség megtestesítője. Világoskék árnyalata az égbolt tisztaságát és a nyári szellő könnyedségét idézi, miközben letisztult formája és aprólékos kidolgozása finom eleganciát kölcsönöz minden megjelenésnek. 	https://www.horandrashop.hu/nila-vilagoskek-taska-790?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_163836.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_163851.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_121819.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_1731011.webp	in_stock	9990 HUF	8990 HUF	5080 HUF				No	Kollekciók > Blue Moon				Kollekciók	Blue Moon	Táskák			New	No			Kék					BLU-BG-7NILA	
LEO-BG-8JUNA	Juna leopárdmintás táska	 A Juna táska egyesíti a klasszikus fekete eleganciáját a leopárdminta vadító energiájával. Kifinomult, mégis merész ,egy olyan darab, ami azonnal magára vonja a tekinteteket. Kompakt mérete ellenére karakteres kiegészítője lesz minden outfitnek. 	https://www.horandrashop.hu/juna-leopardmintas-taska-793?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_160806.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_114846.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_160817.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_160918.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_160642.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_170943.webp	in_stock	9990 HUF		5588 HUF				No	Kollekciók > Urban Jungle				Kollekciók	Táskák	Urban Jungle			New	No			Leopárd					LEO-BG-8JUNA	
BLA-BG-9ZOA	Zoa táska	Ez a táska a modern városi stílus és a természetes textúrák tökéletes találkozása. A fekete bőrhatású elemek elegáns, letisztult karaktert adnak, míg a fonott részletek enyhe bohém hangulatot csempésznek bele. 	https://www.horandrashop.hu/zoa-taska-796?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164152.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164202.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_120630.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_155830.webp	in_stock	9990 HUF		6350 HUF				No	Kollekciók > Midnight Touch				Kollekciók	Táskák	Midnight Touch			New	No			Fekete					BLA-BG-9ZOA	
BLU-BG-10TIA	Tia királykék táska	Ez a királykék táska az elegancia és a merészség tökéletes összhangja. Élénk, mély kék árnyalata magabiztosságot és kifinomultságot sugároz, miközben kompakt mérete miatt kényelmes és praktikus társ minden alkalomra. 	https://www.horandrashop.hu/tia-kiralykek-taska-799?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_152420.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_152437.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_170036.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_170505.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_152122.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_163601.webp	in_stock	10990 HUF		7870 HUF				No	Kollekciók > Blue Moon				Kollekciók	Blue Moon	Táskák			New	No			Kék					BLU-BG-10TIA	
PINFUK-BG-11TIA	Tia fukszia táska	Ez a fukszia táska a vibráló nőiesség és játékos stílus tökéletes megtestesítője. Élénk, feltűnő árnyalata azonnal felpezsdíti a megjelenést, miközben kompakt mérete kényelmes és praktikus társ a mindennapokban. 	https://www.horandrashop.hu/tia-fukszia-taska-802?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_163716.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_163732.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_172309.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_150732.webp	in_stock	10990 HUF		7366 HUF				No	Kollekciók > Sweet Rose				Kollekciók	Táskák	Sweet Rose			New	No			Rózsaszín					PINFUK-BG-11TIA	
PIN-BG-12TIA	Tia világosrózsaszín táska	Ez a világos rózsaszín táska a finom nőiesség és az időtlen elegancia megtestesítője. Puha, pasztell árnyalata bájosan lágyítja a megjelenést, miközben kis mérete praktikus és kényelmes társ minden nap.	https://www.horandrashop.hu/tia-vilagosrozsaszin-taska-805?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162451.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162500.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_123033.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_163400.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_173626.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_173817.webp	in_stock	10990 HUF		7366 HUF				No	Kollekciók > Sweet Rose				Kollekciók	Táskák	Sweet Rose			New	No			Rózsaszín					PIN-BG-12TIA	
GRE-BG-13BLY	Bly zöld táska	Ez a zöld kis táska a természetes frissesség és a könnyed stílus tökéletes kiegészítője. Élénk, de mégis harmonikus zöld árnyalata vidámságot és megújulást hoz megjelenésedbe, miközben kompakt mérete miatt praktikus társ a mindennapokban. Természetesen van hozzá hosszú vállpánt is! 	https://www.horandrashop.hu/bly-zold-taska-808?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162145.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_163836.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_164052.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250601_170107.webp,https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_162050.webp	in_stock	7990 HUF		4064 HUF				No	Kollekciók > Forest Kiss				Kollekciók	Forest Kiss	Táskák			New	No			Zöld					GRE-BG-13BLY	
BLA-JW-1-OBRA	Obra fekete fülbevaló	A fekete fa fülbevaló a természetes elegancia és az egyediség találkozása. Letisztult formája és mély fekete árnyalata különleges karaktert kölcsönöz bármely megjelenésnek , a fa és a fém elemek miatt egyszerre modern és földközeli a fülbevaló hatása. 	https://www.horandrashop.hu/obra-fekete-fulbevalo-811?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250608_122011.webp	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250606_164622.webp	in_stock	1500 HUF		508 HUF				No	Kollekciók > Midnight Touch				Kollekciók	Ékszerek	Midnight Touch			New	No									
GRE-JW-2-OBRA	Obra zöld fülbevaló	A zöld fa fülbevaló a természetes elegancia és az egyediség találkozása. Letisztult formája és mélyzöld árnyalata különleges karaktert kölcsönöz bármely megjelenésnek , a fa és a fém elemek miatt egyszerre modern és földközeli a fülbevaló hatása. 	https://www.horandrashop.hu/obra-zold-fulbevalo-814?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.horandrashop.hu/custom/horandrashop/image/cache/w800h1200m00q100/product/20250608_122431.webp		in_stock	1500 HUF		508 HUF				No	Kollekciók > Forest Kiss				Kollekciók	Forest Kiss	Ékszerek			New	No									
